,Category,Product Code,Date,QTY,Total Price,month,quarter,y_diff,QTY_lag,price,category_encoded,model_set
313,Category8,30009016,2022-05-31,1475,12703.939999999999,5,2,175.0,1300.0,8.612840677966101,3.0,test
314,Category8,30009016,2022-06-30,3325,29401.69375,6,2,1850.0,1475.0,8.842614661654135,3.0,test
315,Category8,30009016,2022-07-31,1400,13162.93125,7,3,-1925.0,3325.0,9.40209375,3.0,test
316,Category8,30009016,2022-08-31,500,5359.125,8,3,-900.0,1400.0,10.71825,3.0,test
318,Category8,30009017,2020-09-30,0,0.0,9,3,-600.0,600.0,,3.0,train
319,Category8,30009017,2020-10-31,115,995.8769000000001,10,4,115.0,0.0,8.659799130434783,3.0,train
320,Category8,30009017,2020-11-30,600,7718.724,11,4,485.0,115.0,12.86454,3.0,train
321,Category8,30009017,2020-12-31,165,1231.116,12,4,-435.0,600.0,7.461309090909091,3.0,train
322,Category8,30009017,2021-01-31,645,4597.91825,1,1,480.0,165.0,7.128555426356589,3.0,train
323,Category8,30009017,2021-02-28,691,7393.990540000001,2,1,46.0,645.0,10.700420463096961,3.0,train
324,Category8,30009017,2021-03-31,1708,11950.399506,3,1,1017.0,691.0,6.996721022248243,3.0,train
325,Category8,30009017,2021-04-30,100,721.6955,4,2,-1608.0,1708.0,7.2169550000000005,3.0,train
326,Category8,30009017,2021-05-31,195,1334.10546,5,2,95.0,100.0,6.841566461538462,3.0,train
327,Category8,30009017,2021-06-30,420,3006.903745,6,2,225.0,195.0,7.159294630952381,3.0,train
328,Category8,30009017,2021-07-31,260,1815.06947,7,3,-160.0,420.0,6.981036423076922,3.0,train
329,Category8,30009017,2021-08-31,175,2158.7685,8,3,-85.0,260.0,12.33582,3.0,train
330,Category8,30009017,2021-09-30,295,2466.6324745,9,3,120.0,175.0,8.361466015254237,3.0,train
331,Category8,30009017,2021-10-31,300,3020.40095,10,4,5.0,295.0,10.068003166666667,3.0,train
332,Category8,30009017,2021-11-30,1100,9625.688175,11,4,800.0,300.0,8.750625613636362,3.0,train
333,Category8,30009017,2021-12-31,6640,49754.96112,12,4,5540.0,1100.0,7.4932170361445785,3.0,test
334,Category8,30009017,2022-01-31,1050,8246.410775,1,1,-5590.0,6640.0,7.853724547619048,3.0,test
335,Category8,30009017,2022-02-28,850,5755.17645,2,1,-200.0,1050.0,6.7707958235294115,3.0,test
336,Category8,30009017,2022-03-31,5875,40387.05815,3,1,5025.0,850.0,6.874392876595744,3.0,test
337,Category8,30009017,2022-04-30,1300,10181.7,4,2,-4575.0,5875.0,7.832076923076924,3.0,test
338,Category8,30009017,2022-05-31,1375,11780.14,5,2,75.0,1300.0,8.567374545454545,3.0,test
339,Category8,30009017,2022-06-30,3325,29401.69375,6,2,1950.0,1375.0,8.842614661654135,3.0,test
340,Category8,30009017,2022-07-31,1400,13162.93125,7,3,-1925.0,3325.0,9.40209375,3.0,test
341,Category8,30009017,2022-08-31,450,4774.775,8,3,-950.0,1400.0,10.61061111111111,3.0,test
24,Category5,30011006,2019-05-31,100,749.952,5,2,-1050.0,1150.0,7.49952,1.0,train
25,Category5,30011006,2019-06-30,100,556.817,6,2,0.0,100.0,5.56817,1.0,train
26,Category5,30011006,2019-07-31,26,62.8754,7,3,-74.0,100.0,2.418284615384615,1.0,train
27,Category5,30011006,2019-08-31,0,0.0,8,3,-26.0,26.0,,1.0,train
28,Category5,30011006,2019-09-30,0,0.0,9,3,0.0,0.0,,1.0,train
29,Category5,30011006,2019-10-31,560,2451.928,10,4,560.0,0.0,4.378442857142857,1.0,train
30,Category5,30011006,2019-11-30,40,175.69796,11,4,-520.0,560.0,4.392449,1.0,train
31,Category5,30011006,2019-12-31,3010,16032.576159999999,12,4,2970.0,40.0,5.326437262458471,1.0,train
32,Category5,30011006,2020-01-31,1500,6751.845,1,1,-1510.0,3010.0,4.5012300000000005,1.0,train
33,Category5,30011006,2020-02-29,2600,14433.807,2,1,1100.0,1500.0,5.5514642307692315,1.0,train
34,Category5,30011006,2020-03-31,0,0.0,3,1,-2600.0,2600.0,,1.0,train
35,Category5,30011006,2020-04-30,2600,15696.72,4,2,2600.0,0.0,6.0371999999999995,1.0,train
36,Category5,30011006,2020-05-31,400,3019.456,5,2,-2200.0,2600.0,7.548640000000001,1.0,train
37,Category5,30011006,2020-06-30,0,0.0,6,2,-400.0,400.0,,1.0,train
38,Category5,30011006,2020-07-31,550,4363.425,7,3,550.0,0.0,7.9335,1.0,train
39,Category5,30011006,2020-08-31,750,7614.595,8,3,200.0,550.0,10.152793333333333,1.0,train
40,Category5,30011006,2020-09-30,950,8672.8635,9,3,200.0,750.0,9.12933,1.0,train
41,Category5,30011006,2020-10-31,1454,16222.769100000001,10,4,504.0,950.0,11.157337757909216,1.0,train
42,Category5,30011006,2020-11-30,900,9321.801,11,4,-554.0,1454.0,10.357556666666666,1.0,train
43,Category5,30011006,2020-12-31,2332,23096.036160000003,12,4,1432.0,900.0,9.903960617495713,1.0,train
44,Category5,30011006,2021-01-31,3600,32761.131,1,1,1268.0,2332.0,9.100314166666667,1.0,train
45,Category5,30011006,2021-02-28,950,9405.13428,2,1,-2650.0,3600.0,9.900141347368422,1.0,train
46,Category5,30011006,2021-03-31,10906,101967.803667,3,1,9956.0,950.0,9.34969775050431,1.0,train
47,Category5,30011006,2021-04-30,970,8631.998547,4,2,-9936.0,10906.0,8.898967574226804,1.0,train
48,Category5,30011006,2021-05-31,780,6946.66144,5,2,-190.0,970.0,8.905976205128205,1.0,train
49,Category5,30011006,2021-06-30,1250,11181.1541175,6,2,470.0,780.0,8.944923294,1.0,train
50,Category5,30011006,2021-07-31,605,4963.21885,7,3,-645.0,1250.0,8.203667520661158,1.0,train
51,Category5,30011006,2021-08-31,2075,21784.293548,8,3,1470.0,605.0,10.498454721927711,1.0,train
52,Category5,30011006,2021-09-30,1560,16116.017085,9,3,-515.0,2075.0,10.330780182692308,1.0,train
53,Category5,30011006,2021-10-31,3300,29585.257399999995,10,4,1740.0,1560.0,8.965229515151513,1.0,train
54,Category5,30011006,2021-11-30,4160,40405.202237,11,4,860.0,3300.0,9.712788999278846,1.0,train
55,Category5,30011006,2021-12-31,3800,35334.251755,12,4,-360.0,4160.0,9.298487303947368,1.0,test
56,Category5,30011006,2022-01-31,13217,112217.12921,1,1,9417.0,3800.0,8.490363108874934,1.0,test
57,Category5,30011006,2022-02-28,11249,88035.857713,2,1,-1968.0,13217.0,7.826105228286959,1.0,test
58,Category5,30011006,2022-03-31,6292,50578.197325,3,1,-4957.0,11249.0,8.038492899713923,1.0,test
59,Category5,30011006,2022-04-30,1300,14032.619999999999,4,2,-4992.0,6292.0,10.794323076923076,1.0,test
60,Category5,30011006,2022-05-31,4900,50973.465000000004,5,2,3600.0,1300.0,10.402747959183674,1.0,test
61,Category5,30011006,2022-06-30,575,7763.3875,6,2,-4325.0,4900.0,13.501543478260869,1.0,test
62,Category5,30011006,2022-07-31,675,8840.6875,7,3,100.0,575.0,13.097314814814816,1.0,test
63,Category5,30011006,2022-08-31,800,10582.467499999999,8,3,125.0,675.0,13.228084374999998,1.0,test
